node_id,lat,lon,added
230,55.765,37.5613,0
231,55.5949,37.6004,0
232,55.5418,37.5308,0
233,55.710176,37.879945,0
234,55.5481,37.5546,0
235,55.569,37.5767,0
236,55.6926,37.5333,0
237,55.648913,37.508355,0
238,55.9216,37.5465,0
239,55.601367,37.407645,0
240,55.746,37.515,0
241,55.7396,37.4833,0
242,55.8228,37.5881,0
243,55.7267,37.5786,0
