node_id,neighbors_with_weights
405,"[(107, 203.99555029801965), (404, 205.8215902183958)]"
406,"[(107, 350.6365559712374), (407, 339.96399512377445)]"
407,"[(406, 339.96399512377445), (408, 331.67610122135864)]"
408,"[(407, 331.67610122135864), (409, 325.9547205015332)]"
409,"[(408, 325.9547205015332), (410, 322.93618383954424)]"
410,"[(190, 322.6962374726186), (409, 322.93618383954424)]"
411,"[(190, 315.631858326608), (412, 311.92586042562823)]"
412,"[(411, 311.92586042562823), (413, 310.9782306593117)]"
413,"[(412, 310.9782306593117), (414, 312.81400384142825)]"
414,"[(413, 312.81400384142825), (415, 317.38485169648106)]"
415,"[(157, 324.5752113981649), (414, 317.38485169648106)]"
416,"[(157, 289.26532645167623), (417, 279.66142546825705)]"
417,"[(416, 279.66142546825705), (418, 271.8248529607331)]"
418,"[(417, 271.8248529607331), (419, 265.91182295513846)]"
419,"[(418, 265.91182295513846), (420, 262.05249014075423)]"
420,"[(246, 260.3381139007322), (419, 262.05249014075423)]"
421,"[(246, 218.5878365272868), (422, 224.44207015746414)]"
422,"[(421, 224.44207015746414), (423, 231.1198272107774)]"
423,"[(422, 231.1198272107774), (424, 238.5519212342124)]"
424,"[(423, 238.5519212342124), (425, 246.67014573039447)]"
425,"[(245, 255.40905625964274), (424, 246.67014573039447)]"
426,"[(245, 368.1243490256175), (427, 360.7496955909554)]"
427,"[(426, 360.7496955909554), (428, 356.4118701754253)]"
428,"[(427, 356.4118701754253), (429, 355.2221179778219)]"
429,"[(428, 355.2221179778219), (430, 357.2118703080973)]"
430,"[(123, 362.32872430781407), (429, 357.2118703080973)]"
431,"[(123, 286.5781756665832), (432, 293.4656599089382)]"
432,"[(431, 293.4656599089382), (433, 301.020463187683)]"
433,"[(432, 301.020463187683), (434, 309.193674963335)]"
434,"[(433, 309.193674963335), (435, 317.9376154500505)]"
435,"[(116, 327.2065491827972), (434, 317.9376154500505)]"
436,"[(116, 292.2532157487036), (437, 284.207748047295)]"
437,"[(436, 284.207748047295), (438, 276.61359168906046)]"
438,"[(437, 276.61359168906046), (439, 269.50891976287926)]"
439,"[(438, 269.50891976287926), (440, 262.93342755793225)]"
440,"[(218, 256.9277548974015), (439, 262.93342755793225)]"
441,"[(218, 363.64713299851024), (442, 370.94392971633334)]"
442,"[(441, 370.94392971633334), (443, 378.87765884035366)]"
443,"[(442, 378.87765884035366), (444, 387.4092524512782)]"
444,"[(443, 387.4092524512782), (445, 396.5001897213667)]"
445,"[(92, 406.11298853545645), (444, 396.5001897213667)]"
446,"[(244, 238.45957701271237), (447, 241.27384831579118)]"
447,"[(446, 241.27384831579118), (448, 244.37063311562508)]"
448,"[(447, 244.37063311562508), (449, 247.73939319525144)]"
449,"[(448, 247.73939319525144), (450, 251.3692520764026)]"
450,"[(19, 255.24913084679633), (449, 251.3692520764026)]"
451,"[(19, 203.0998775935202), (452, 202.53627671435305)]"
452,"[(451, 202.53627671435305), (453, 202.15239994650497)]"
453,"[(452, 202.15239994650497), (454, 201.94932307706608)]"
454,"[(453, 201.94932307706608), (455, 201.927642354327)]"
455,"[(183, 202.08746672807794), (454, 201.927642354327)]"
456,"[(183, 318.8021637777224), (457, 311.2877351475167)]"
457,"[(456, 311.2877351475167), (458, 304.1802254715291)]"
458,"[(457, 304.1802254715291), (459, 297.5088535563095)]"
459,"[(458, 297.5088535563095), (460, 291.30363346210186)]"
460,"[(40, 285.59499284999026), (459, 291.30363346210186)]"
461,"[(40, 386.3853530768505), (462, 392.6324153151038)]"
462,"[(461, 392.6324153151038), (463, 399.42696106603483)]"
463,"[(462, 399.42696106603483), (464, 406.74166774023007)]"
464,"[(463, 406.74166774023007), (465, 414.54912273280956)]"
465,"[(41, 422.8221595447779), (464, 414.54912273280956)]"
466,"[(41, 340.7006735672596), (467, 329.6119906768999)]"
467,"[(466, 329.6119906768999), (468, 319.2422051557844)]"
468,"[(467, 319.2422051557844), (469, 309.66351855775446)]"
469,"[(468, 309.66351855775446), (470, 300.9514388588839)]"
470,"[(200, 293.18318165827066), (469, 300.9514388588839)]"
471,"[(200, 195.3434428185323), (472, 197.58139651282605)]"
472,"[(471, 197.58139651282605), (473, 201.33908947283172)]"
473,"[(472, 201.33908947283172), (474, 206.53353301923462)]"
474,"[(473, 206.53353301923462), (475, 213.05961694596928)]"
475,"[(12, 220.79924855514528), (474, 213.05961694596928)]"
476,"[(12, 357.3344333145312), (477, 344.1322747791885)]"
477,"[(476, 344.1322747791885), (478, 332.3648369338543)]"
478,"[(477, 332.3648369338543), (479, 322.18923294829636)]"
479,"[(478, 322.18923294829636), (480, 313.7602372909039)]"
480,"[(53, 307.22149511021223), (479, 313.7602372909039)]"
481,"[(53, 334.92580254805335), (482, 343.12921530469094)]"
482,"[(481, 343.12921530469094), (483, 353.09355557656255)]"
483,"[(482, 353.09355557656255), (484, 364.67435959343527)]"
484,"[(483, 364.67435959343527), (485, 377.72284533813945)]"
485,"[(20, 392.09239362802197), (484, 377.72284533813945)]"
486,"[(20, 193.61956465769083), (487, 186.57771830083786)]"
487,"[(486, 186.57771830083786), (488, 180.1569077467519)]"
488,"[(487, 180.1569077467519), (489, 174.4256998722329)]"
489,"[(488, 174.4256998722329), (490, 169.45404624371682)]"
490,"[(109, 165.31045418288582), (489, 169.45404624371682)]"
491,"[(109, 139.98449515047213), (492, 143.3864011950352)]"
492,"[(491, 143.3864011950352), (493, 147.53101400362817)]"
493,"[(492, 147.53101400362817), (494, 152.35770799090807)]"
494,"[(493, 152.35770799090807), (495, 157.80388466071977)]"
495,"[(214, 163.80774647010256), (494, 157.80388466071977)]"
496,"[(214, 199.45664969084766), (497, 192.23668927979628)]"
497,"[(496, 192.23668927979628), (498, 185.63866158935795)]"
498,"[(497, 185.63866158935795), (499, 179.73104388931904)]"
499,"[(498, 179.73104388931904), (500, 174.583903022736)]"
500,"[(215, 170.26618263519467), (499, 174.583903022736)]"
501,"[(215, 306.1324008334925), (502, 311.83992007865896)]"
502,"[(501, 311.83992007865896), (503, 318.0416945594397)]"
503,"[(502, 318.0416945594397), (504, 324.7094600729855)]"
504,"[(503, 324.7094600729855), (505, 331.815186323228)]"
505,"[(132, 339.3314273815528), (504, 331.815186323228)]"
506,"[(132, 234.87062291134862), (507, 229.1177122666483)]"
507,"[(506, 229.1177122666483), (508, 223.67859570124722)]"
508,"[(507, 223.67859570124722), (509, 218.57672538300594)]"
509,"[(508, 218.57672538300594), (510, 213.8362634654618)]"
510,"[(148, 209.48176523890677), (509, 213.8362634654618)]"
511,"[(148, 448.43917313199086), (512, 458.6925532730984)]"
512,"[(511, 458.6925532730984), (513, 469.89654488086217)]"
513,"[(512, 469.89654488086217), (514, 481.98489370905264)]"
514,"[(513, 481.98489370905264), (515, 494.89285041093126)]"
515,"[(2, 508.5580773883525), (514, 494.89285041093126)]"
516,"[(2, 272.6543814049738), (517, 267.6544409138034)]"
517,"[(516, 267.6544409138034), (518, 262.94694349057636)]"
518,"[(517, 262.94694349057636), (519, 258.54792472496683)]"
519,"[(518, 258.54792472496683), (520, 254.47344093420293)]"
520,"[(219, 250.73936827119965), (519, 254.47344093420293)]"
521,"[(219, 286.51950706133886), (522, 285.6166617584402)]"
522,"[(521, 285.6166617584402), (523, 284.9691797058848)]"
523,"[(522, 284.9691797058848), (524, 284.5789053122041)]"
524,"[(523, 284.5789053122041), (525, 284.44699830911435)]"
525,"[(75, 284.5739185534668), (524, 284.44699830911435)]"
526,"[(75, 439.70667478887833), (527, 447.89004955475343)]"
527,"[(526, 447.89004955475343), (528, 456.7857442734797)]"
528,"[(527, 456.7857442734797), (529, 466.3531103579338)]"
529,"[(528, 466.3531103579338), (530, 476.5518201152528)]"
530,"[(66, 487.3423745008022), (529, 476.5518201152528)]"
531,"[(66, 355.2781071523063), (532, 359.5000483087008)]"
532,"[(531, 359.5000483087008), (533, 364.14963632687795)]"
533,"[(532, 364.14963632687795), (534, 369.2108384957929)]"
534,"[(533, 369.2108384957929), (535, 374.66710238684965)]"
535,"[(64, 380.50156575932846), (534, 374.66710238684965)]"
536,"[(64, 320.6715706353025), (537, 311.83460837952543)]"
537,"[(536, 311.83460837952543), (538, 303.4981644696718)]"
538,"[(537, 303.4981644696718), (539, 295.70459606478676)]"
539,"[(538, 295.70459606478676), (540, 288.49791796955145)]"
540,"[(247, 281.92314852192345), (539, 288.49791796955145)]"
541,"[(247, 292.16138730145303), (542, 296.5718832506646)]"
542,"[(541, 296.5718832506646), (543, 303.0915454244739)]"
543,"[(542, 303.0915454244739), (544, 311.5878789311924)]"
544,"[(543, 311.5878789311924), (545, 321.90428726342725)]"
545,"[(145, 333.8719866361459), (544, 321.90428726342725)]"
546,"[(145, 265.5234795553763), (547, 258.61947429912027)]"
547,"[(546, 258.61947429912027), (548, 253.7041618573042)]"
548,"[(547, 253.7041618573042), (549, 250.89441001351216)]"
549,"[(548, 250.89441001351216), (550, 250.26110557805424)]"
550,"[(56, 251.8206271713947), (549, 250.26110557805424)]"
551,"[(56, 290.8006334062457), (552, 282.98994275930244)]"
552,"[(551, 282.98994275930244), (553, 277.32325005225965)]"
553,"[(552, 277.32325005225965), (554, 273.93369679691114)]"
554,"[(553, 273.93369679691114), (555, 272.9061993491987)]"
555,"[(81, 274.2673620387976), (554, 272.9061993491987)]"
556,"[(81, 389.7084412537865), (557, 399.72717529300036)]"
557,"[(556, 399.72717529300036), (558, 410.8844660491808)]"
558,"[(557, 410.8844660491808), (559, 423.0903028942065)]"
559,"[(558, 423.0903028942065), (560, 436.25672185760703)]"
560,"[(6, 450.299492614449), (559, 436.25672185760703)]"
561,"[(136, 258.15244726776615), (562, 249.32796886460096)]"
562,"[(561, 249.32796886460096), (563, 241.96963095046723)]"
563,"[(562, 241.96963095046723), (564, 236.21455890598352)]"
564,"[(563, 236.21455890598352), (565, 232.18207669225495)]"
565,"[(264, 229.96289713144702), (564, 232.18207669225495)]"
566,"[(264, 330.8192298266483), (567, 338.796863349981)]"
567,"[(566, 338.796863349981), (568, 348.50856622233374)]"
568,"[(567, 348.50856622233374), (569, 359.8140950818702)]"
569,"[(568, 359.8140950818702), (570, 372.56851229724106)]"
570,"[(229, 386.62856675657116), (569, 372.56851229724106)]"
571,"[(229, 270.642560346455), (572, 276.24520179572136)]"
572,"[(571, 276.24520179572136), (573, 282.3489735654426)]"
573,"[(572, 282.3489735654426), (574, 288.92208812926833)]"
574,"[(573, 288.92208812926833), (575, 295.9332386840825)]"
575,"[(78, 303.3520155475468), (574, 295.9332386840825)]"
576,"[(78, 201.9003802727396), (577, 197.05007079568912)]"
577,"[(576, 197.05007079568912), (578, 192.46505893211298)]"
578,"[(577, 192.46505893211298), (579, 188.16471931514363)]"
579,"[(578, 188.16471931514363), (580, 184.1689768154655)]"
580,"[(22, 180.4980465581799), (579, 184.1689768154655)]"
581,"[(22, 287.6043075073115), (582, 294.76591649209615)]"
582,"[(581, 294.76591649209615), (583, 302.67683527991966)]"
583,"[(582, 302.67683527991966), (584, 311.2799533992243)]"
584,"[(583, 311.2799533992243), (585, 320.5195425213272)]"
585,"[(63, 330.34219836879396), (584, 320.5195425213272)]"
586,"[(63, 304.8620417937077), (587, 295.67255189453255)]"
587,"[(586, 295.67255189453255), (588, 287.03221135973325)]"
588,"[(587, 287.03221135973325), (589, 278.99204690333084)]"
589,"[(588, 278.99204690333084), (590, 271.605371959016)]"
590,"[(137, 264.92686995705316), (589, 271.605371959016)]"
591,"[(137, 157.84724835381496), (592, 161.8266706793475)]"
592,"[(591, 161.8266706793475), (593, 166.23014265470783)]"
593,"[(592, 166.23014265470783), (594, 171.0249181169447)]"
594,"[(593, 171.0249181169447), (595, 176.17905439470871)]"
595,"[(177, 181.6619669591633), (594, 176.17905439470871)]"
596,"[(177, 227.76204168654522), (597, 220.79241312248809)]"
597,"[(596, 220.79241312248809), (598, 214.2448540494726)]"
598,"[(597, 214.2448540494726), (599, 208.15919904007757)]"
599,"[(598, 208.15919904007757), (600, 202.57708775225427)]"
600,"[(3, 197.54122355762863), (599, 202.57708775225427)]"
601,"[(3, 375.5535907695071), (602, 382.4900735103026)]"
602,"[(601, 382.4900735103026), (603, 390.0335544329373)]"
603,"[(602, 390.0335544329373), (604, 398.1494504842518)]"
604,"[(603, 398.1494504842518), (605, 406.8034111264185)]"
605,"[(96, 415.961754282856), (604, 406.8034111264185)]"
606,"[(96, 352.2771884079886), (607, 339.51204029216996)]"
607,"[(606, 339.51204029216996), (608, 327.85844123685405)]"
608,"[(607, 327.85844123685405), (609, 317.43893026844074)]"
609,"[(608, 317.43893026844074), (610, 308.3787328844662)]"
610,"[(254, 300.80082253868557), (609, 308.3787328844662)]"
611,"[(254, 198.23062198472644), (612, 199.75286487092995)]"
612,"[(611, 199.75286487092995), (613, 201.48409039771343)]"
613,"[(612, 201.48409039771343), (614, 203.41891871380543)]"
614,"[(613, 203.41891871380543), (615, 205.55155531458556)]"
615,"[(142, 207.87586624050581), (614, 205.55155531458556)]"
616,"[(142, 282.362716400556), (617, 272.5157240057859)]"
617,"[(616, 272.5157240057859), (618, 263.4067397613147)]"
618,"[(617, 263.4067397613147), (619, 255.11487204807005)]"
619,"[(618, 255.11487204807005), (620, 247.72223806894354)]"
620,"[(221, 241.31155536513725), (619, 247.72223806894354)]"
621,"[(221, 259.73579967317767), (622, 262.98630968439085)]"
622,"[(621, 262.98630968439085), (623, 266.5562884901982)]"
623,"[(622, 266.5562884901982), (624, 270.4330203198336)]"
624,"[(623, 270.4330203198336), (625, 274.6034468469025)]"
625,"[(71, 279.0543314065322), (624, 274.6034468469025)]"
626,"[(71, 212.1037508301889), (627, 208.9721109473604)]"
627,"[(626, 208.9721109473604), (628, 206.04759546292527)]"
628,"[(627, 206.04759546292527), (629, 203.33909741017752)]"
629,"[(628, 203.33909741017752), (630, 200.85531327939248)]"
630,"[(226, 198.60463317369687), (629, 200.85531327939248)]"
631,"[(226, 154.45567253023498), (632, 150.60691078581272)]"
632,"[(631, 150.60691078581272), (633, 146.9674764864776)]"
633,"[(632, 146.9674764864776), (634, 143.55328117203376)]"
634,"[(633, 143.55328117203376), (635, 140.38075111253417)]"
635,"[(210, 137.46661196687108), (634, 140.38075111253417)]"
636,"[(210, 146.65314699344611), (637, 146.4572759641139)]"
637,"[(636, 146.4572759641139), (638, 146.3930499304568)]"
638,"[(637, 146.3930499304568), (639, 146.46061542579307)]"
639,"[(638, 146.46061542579307), (640, 146.65976364626732)]"
640,"[(176, 146.98993314898024), (639, 146.65976364626732)]"
641,"[(176, 227.83829934295827), (642, 230.24126099773147)]"
642,"[(641, 230.24126099773147), (643, 232.9050433577843)]"
643,"[(642, 232.9050433577843), (644, 235.8207544430368)]"
644,"[(643, 235.8207544430368), (645, 238.9791180208683)]"
645,"[(184, 242.37059128126506), (644, 238.9791180208683)]"
646,"[(184, 288.72504066487227), (647, 286.32098886457476)]"
647,"[(646, 286.32098886457476), (648, 284.17451128306004)]"
648,"[(647, 284.17451128306004), (649, 282.291386387966)]"
649,"[(648, 282.291386387966), (650, 280.67681910356225)]"
650,"[(5, 279.33537198963603), (649, 280.67681910356225)]"
651,"[(5, 226.13993278347417), (652, 227.11826674355476)]"
652,"[(651, 227.11826674355476), (653, 228.31597918638897)]"
653,"[(652, 228.31597918638897), (654, 229.72957774029143)]"
654,"[(653, 229.72957774029143), (655, 231.35504329926496)]"
655,"[(36, 233.1878828163404), (654, 231.35504329926496)]"
656,"[(36, 438.5854281884611), (657, 439.6572665721669)]"
657,"[(656, 439.6572665721669), (658, 441.1404123509388)]"
658,"[(657, 441.1404123509388), (659, 443.0304999242507)]"
659,"[(658, 443.0304999242507), (660, 445.3221111884288)]"
660,"[(29, 448.0088465741426), (659, 445.3221111884288)]"
661,"[(29, 225.94822978292962), (662, 232.01454239074408)]"
662,"[(661, 232.01454239074408), (663, 238.9131574068372)]"
663,"[(662, 238.9131574068372), (664, 246.5742653999865)]"
664,"[(663, 246.5742653999865), (665, 254.92916492215997)]"
665,"[(192, 263.9119986599993), (664, 254.92916492215997)]"
666,"[(192, 309.37233533136725), (667, 301.2595868184851)]"
667,"[(666, 301.2595868184851), (668, 293.589186540955)]"
668,"[(667, 293.589186540955), (669, 286.3966458383966)]"
669,"[(668, 286.3966458383966), (670, 279.7188034105769)]"
670,"[(14, 273.59333067800736), (669, 279.7188034105769)]"
671,"[(14, 337.6229339807964), (672, 334.92794464190564)]"
672,"[(671, 334.92794464190564), (673, 332.5322905515466)]"
673,"[(672, 332.5322905515466), (674, 330.44234863223664)]"
674,"[(673, 330.44234863223664), (675, 328.6638191790457)]"
675,"[(110, 327.2016505769492), (674, 328.6638191790457)]"
676,"[(4, 85.65416479586759), (677, 84.9032514885955)]"
677,"[(676, 84.9032514885955), (678, 84.90370824725679)]"
678,"[(677, 84.90370824725679), (679, 85.65551920946587)]"
679,"[(678, 85.65551920946587), (680, 87.13923542737805)]"
680,"[(11, 89.31838649518383), (679, 87.13923542737805)]"
681,"[(11, 211.14079858542905), (682, 204.71846921198323)]"
682,"[(681, 204.71846921198323), (683, 199.72829440271389)]"
683,"[(682, 199.72829440271389), (684, 196.27949869112214)]"
684,"[(683, 196.27949869112214), (685, 194.45407262045777)]"
685,"[(199, 194.29773602380467), (684, 194.45407262045777)]"
686,"[(199, 192.3913817396852), (687, 195.10316807419636)]"
687,"[(686, 195.10316807419636), (688, 199.2426641027629)]"
688,"[(687, 199.2426641027629), (689, 204.72322878485474)]"
689,"[(688, 204.72322878485474), (690, 211.44055477730154)]"
690,"[(69, 219.2809653725232), (689, 211.44055477730154)]"
691,"[(69, 217.08326574127423), (692, 209.46620184520825)]"
692,"[(691, 209.46620184520825), (693, 203.02509642363322)]"
693,"[(692, 203.02509642363322), (694, 197.874769334332)]"
694,"[(693, 197.874769334332), (695, 194.117934813816)]"
695,"[(209, 191.83642291592753), (694, 194.117934813816)]"
696,"[(209, 153.57417245852037), (697, 149.81800344984123)]"
697,"[(696, 149.81800344984123), (698, 147.25563656265376)]"
698,"[(697, 147.25563656265376), (699, 145.94997359311407)]"
699,"[(698, 145.94997359311407), (700, 145.93476071575202)]"
700,"[(95, 147.21040947803505), (699, 145.93476071575202)]"
701,"[(95, 220.70448800176126), (702, 223.95012436819917)]"
702,"[(701, 223.95012436819917), (703, 228.81208668957862)]"
703,"[(702, 228.81208668957862), (704, 235.19022835192922)]"
704,"[(703, 235.19022835192922), (705, 242.96524140919308)]"
705,"[(240, 252.00793180124424), (704, 242.96524140919308)]"
706,"[(240, 183.53097250330705), (707, 182.92284215621214)]"
707,"[(706, 182.92284215621214), (708, 183.91829432750353)]"
708,"[(707, 183.91829432750353), (709, 186.49162412727694)]"
709,"[(708, 186.49162412727694), (710, 190.57889849726527)]"
710,"[(15, 196.0854428703883), (709, 190.57889849726527)]"
711,"[(15, 183.60002314532863), (712, 177.09954100158808)]"
712,"[(711, 177.09954100158808), (713, 171.56783791569572)]"
713,"[(712, 171.56783791569572), (714, 167.101116197861)]"
714,"[(713, 167.101116197861), (715, 163.78649168938972)]"
715,"[(241, 161.6947909095849), (714, 163.78649168938972)]"
716,"[(241, 176.05659278752307), (717, 177.24062038045022)]"
717,"[(716, 177.24062038045022), (718, 179.87089923079796)]"
718,"[(717, 179.87089923079796), (719, 183.8853389826586)]"
719,"[(718, 183.8853389826586), (720, 189.19581331623226)]"
720,"[(162, 195.69680669455676), (719, 189.19581331623226)]"
721,"[(162, 261.5446767262021), (722, 252.59864738648486)]"
722,"[(721, 252.59864738648486), (723, 245.1566415404295)]"
723,"[(722, 245.1566415404295), (724, 239.35891495111204)]"
724,"[(723, 239.35891495111204), (725, 235.32695348777546)]"
725,"[(91, 233.1523044031972), (724, 235.32695348777546)]"
726,"[(69, 303.8974691962847), (727, 293.3756938005238)]"
727,"[(726, 293.3756938005238), (728, 284.5632866149032)]"
728,"[(727, 284.5632866149032), (729, 277.623171653126)]"
729,"[(728, 277.623171653126), (730, 272.6984377941428)]"
730,"[(51, 269.8995361131781), (729, 272.6984377941428)]"
731,"[(51, 87.38329988612212), (732, 84.4416957135211)]"
732,"[(731, 84.4416957135211), (733, 82.01977331846733)]"
733,"[(732, 82.01977331846733), (734, 80.1646403303496)]"
734,"[(733, 80.1646403303496), (735, 78.91627027265638)]"
735,"[(118, 78.3036803114793), (734, 78.91627027265638)]"
736,"[(32, 302.25461912433263), (737, 310.2217478328933)]"
737,"[(736, 310.2217478328933), (738, 319.35802896789744)]"
738,"[(737, 319.35802896789744), (739, 329.5663189439278)]"
739,"[(738, 329.5663189439278), (740, 340.7503496205591)]"
740,"[(9, 352.81739656188614), (739, 340.7503496205591)]"
741,"[(9, 234.75293315371596), (742, 231.78283120602603)]"
742,"[(741, 231.78283120602603), (743, 229.03520933149466)]"
743,"[(742, 229.03520933149466), (744, 226.518105482813)]"
744,"[(743, 226.518105482813), (745, 224.2392259417204)]"
745,"[(231, 222.20584531514277), (744, 224.2392259417204)]"
746,"[(231, 321.35203282641646), (747, 323.36950865921955)]"
747,"[(746, 323.36950865921955), (748, 325.7163318646963)]"
748,"[(747, 325.7163318646963), (749, 328.38532161943283)]"
749,"[(748, 328.38532161943283), (750, 331.3685715487288)]"
750,"[(169, 334.65755374798334), (749, 331.3685715487288)]"
751,"[(169, 199.64111206943784), (752, 196.21779607619453)]"
752,"[(751, 196.21779607619453), (753, 193.00222668505327)]"
753,"[(752, 193.00222668505327), (754, 190.004916641537)]"
754,"[(753, 190.004916641537), (755, 187.23631457482705)]"
755,"[(263, 184.70667340938417), (754, 187.23631457482705)]"
756,"[(263, 341.12338634547086), (757, 338.965248900613)]"
757,"[(756, 338.965248900613), (758, 337.1112995756626)]"
758,"[(757, 337.1112995756626), (759, 335.56644014737503)]"
759,"[(758, 335.56644014737503), (760, 334.3348166473506)]"
760,"[(250, 333.4197632144563), (759, 334.3348166473506)]"
761,"[(250, 225.17513716196746), (762, 229.6158048859034)]"
762,"[(761, 229.6158048859034), (763, 234.44813059391566)]"
763,"[(762, 234.44813059391566), (764, 239.64839846706275)]"
764,"[(763, 239.64839846706275), (765, 245.1931706726846)]"
765,"[(193, 251.0595912586915), (764, 245.1931706726846)]"
766,"[(193, 194.67015853450533), (767, 198.4773290815386)]"
767,"[(766, 198.4773290815386), (768, 202.61944127193178)]"
768,"[(767, 202.61944127193178), (769, 207.07637782414778)]"
769,"[(768, 207.07637782414778), (770, 211.82824613073126)]"
770,"[(124, 216.8556349503017), (769, 211.82824613073126)]"
771,"[(124, 195.54196029250744), (772, 191.93337647004466)]"
772,"[(771, 191.93337647004466), (773, 188.53515389347993)]"
773,"[(772, 188.53515389347993), (774, 185.35883149287733)]"
774,"[(773, 185.35883149287733), (775, 182.41597157004682)]"
775,"[(122, 179.71801539587153), (774, 182.41597157004682)]"
776,"[(122, 217.87570792627272), (777, 223.4819113382497)]"
777,"[(776, 223.4819113382497), (778, 229.7168492430155)]"
778,"[(777, 229.7168492430155), (779, 236.53082274146618)]"
779,"[(778, 236.53082274146618), (780, 243.8753121093778)]"
780,"[(120, 251.703887763137), (779, 243.8753121093778)]"
781,"[(120, 478.498359901336), (782, 477.3030894272654)]"
782,"[(781, 477.3030894272654), (783, 476.53596767180005)]"
783,"[(782, 476.53596767180005), (784, 476.1987803177767)]"
784,"[(783, 476.1987803177767), (785, 476.2921576821194)]"
785,"[(225, 476.8155649443296), (784, 476.2921576821194)]"
786,"[(225, 356.2810423094634), (787, 356.76770037631417)]"
787,"[(786, 356.76770037631417), (788, 357.5850211357235)]"
788,"[(787, 357.5850211357235), (789, 358.7305881545875)]"
789,"[(788, 358.7305881545875), (790, 360.20111245975653)]"
790,"[(196, 361.99247599824537), (789, 360.20111245975653)]"
791,"[(196, 186.48010945927805), (792, 190.04575468301678)]"
792,"[(791, 190.04575468301678), (793, 193.92239005528174)]"
793,"[(792, 193.92239005528174), (794, 198.09173944935972)]"
794,"[(793, 198.09173944935972), (795, 202.53570533320269)]"
795,"[(167, 207.2365986118614), (794, 202.53570533320269)]"
796,"[(167, 287.2411890129632), (797, 279.7626959377296)]"
797,"[(796, 279.7626959377296), (798, 272.69452584015755)]"
798,"[(797, 272.69452584015755), (799, 266.0693529599322)]"
799,"[(798, 266.0693529599322), (800, 259.9210312211775)]"
800,"[(27, 254.28413480892232), (799, 259.9210312211775)]"
801,"[(27, 258.94773390582725), (802, 257.2136863549001)]"
802,"[(801, 257.2136863549001), (803, 255.7093023353448)]"
803,"[(802, 255.7093023353448), (804, 254.43857539715438)]"
804,"[(803, 254.43857539715438), (805, 253.40494134648398)]"
805,"[(251, 252.6112322387083), (804, 253.40494134648398)]"
806,"[(251, 139.13491975154187), (807, 142.80031116081557)]"
807,"[(806, 142.80031116081557), (808, 147.06463877406543)]"
808,"[(807, 147.06463877406543), (809, 151.87748081656943)]"
809,"[(808, 151.87748081656943), (810, 157.1884787322413)]"
810,"[(248, 162.94894528732286), (809, 157.1884787322413)]"
811,"[(248, 245.45242691784182), (812, 251.79557323409082)]"
812,"[(811, 251.79557323409082), (813, 259.27726877722824)]"
813,"[(812, 259.27726877722824), (814, 267.8021741411458)]"
814,"[(813, 267.8021741411458), (815, 277.2741442963342)]"
815,"[(111, 287.59967341485253), (814, 277.2741442963342)]"
816,"[(111, 273.3568793514266), (817, 265.028138709304)]"
817,"[(816, 265.028138709304), (818, 257.19710901242405)]"
818,"[(817, 257.19710901242405), (819, 249.91058474030783)]"
819,"[(818, 249.91058474030783), (820, 243.21751748879308)]"
820,"[(189, 237.1681707285483), (819, 243.21751748879308)]"
821,"[(189, 262.47982991633506), (822, 266.2417194402752)]"
822,"[(821, 266.2417194402752), (823, 270.3493540602942)]"
823,"[(822, 270.3493540602942), (824, 274.7871697290315)]"
824,"[(823, 274.7871697290315), (825, 279.5393789709574)]"
825,"[(54, 284.59016703201945), (824, 279.5393789709574)]"
826,"[(54, 214.77271718581147), (827, 210.91593767474188)]"
827,"[(826, 210.91593767474188), (828, 207.2851176519027)]"
828,"[(827, 207.2851176519027), (829, 203.89228999593206)]"
829,"[(828, 203.89228999593206), (830, 200.7494849175925)]"
830,"[(220, 197.86858139827527), (829, 200.7494849175925)]"
831,"[(220, 322.54760053843773), (832, 323.29696742093154)]"
832,"[(831, 323.29696742093154), (833, 324.3482043925845)]"
833,"[(832, 324.3482043925845), (834, 325.69826136802686)]"
834,"[(833, 325.69826136802686), (835, 327.34331306190217)]"
835,"[(158, 329.27880933809985), (834, 327.34331306190217)]"
836,"[(158, 258.3793416636599), (837, 265.2536184804418)]"
837,"[(836, 265.2536184804418), (838, 272.97323925339896)]"
838,"[(837, 272.97323925339896), (839, 281.4686960173139)]"
839,"[(838, 281.4686960173139), (840, 290.67200011932914)]"
840,"[(39, 300.51814751628245), (839, 290.67200011932914)]"
841,"[(39, 358.21153843835975), (842, 348.1380269959649)]"
842,"[(841, 348.1380269959649), (843, 338.629071299608)]"
843,"[(842, 338.629071299608), (844, 329.7334935907247)]"
844,"[(843, 329.7334935907247), (845, 321.50219765047876)]"
845,"[(146, 313.9874263076146), (844, 321.50219765047876)]"
846,"[(146, 383.4181468000578), (847, 381.8597452465975)]"
847,"[(846, 381.8597452465975), (848, 380.6390598846665)]"
848,"[(847, 380.6390598846665), (849, 379.75916721936284)]"
849,"[(848, 379.75916721936284), (850, 379.2222602760675)]"
850,"[(23, 379.02961858527067), (849, 379.2222602760675)]"
851,"[(23, 292.78236496057775), (852, 300.44454842509)]"
852,"[(851, 300.44454842509), (853, 308.96950444403876)]"
853,"[(852, 308.96950444403876), (854, 318.2879481555406)]"
854,"[(853, 318.2879481555406), (855, 328.3323492976365)]"
855,"[(7, 339.0382060741592), (854, 328.3323492976365)]"
856,"[(180, 225.71621810046094), (857, 220.22152757628106)]"
