node_id,x,y,added
139,564060.452652,1490532.30224,0
140,567172.530324,1487130.0478700001,0
141,564587.8092,1487425.693,0
142,564619.3343999999,1487449.7140000002,0
143,562852.4219999999,1489128.5150000001,0
144,562339.4919840001,1483127.08167,0
145,565875.8387999999,1484316.308,0
146,564521.7564000001,1490991.477,0
147,564700.3992,1488173.013,0
148,565017.1524,1487447.045,0
149,565020.1548,1487481.742,0
150,563223.2184,1487599.1779999998,0
151,563223.2184,1487599.1779999998,0
152,564365.6316,1487583.1639999999,0
153,564323.598,1487585.833,0
154,566712.0072,1488997.7340000002,0
155,567443.0916,1489163.212,0
156,567252.4392,1487996.859,0
157,563809.001652,1489084.93023,0
158,564068.394,1490238.819,0
159,564068.394,1490238.819,0
160,566357.7239999999,1486456.846,0
161,566363.1448332,1486488.874,0
162,562456.1052,1487593.8399999999,0
163,561995.2368,1490922.083,0
164,565688.1888,1487892.768,0
165,564775.4592,1488143.6539999999,0
166,563238.2304,1488701.475,0
167,564721.4160000001,1487644.551,0
168,562844.9160000001,1482709.5699999998,0
169,564517.2528,1484294.956,0
170,566179.0812,1489203.247,0
171,561956.235624,1483596.79898,0
172,565440.4908,1487484.411,0
173,563040.072,1486021.799,0
174,563010.048,1486056.496,0
175,564928.5815999999,1488762.862,0
176,564928.5815999999,1488800.228,0
177,563891.2524,1486045.8199999998,0
178,564569.7948,1488367.85,0
179,559917.576,1484631.25,0
180,560764.2528,1490804.6469999999,0
181,562927.136724,1486568.25006,0
182,560475.391896,1484872.87457,0
183,562591.2132,1490767.281,0
184,564994.6344,1489131.184,0
185,564989.9656679999,1489136.68214,0
186,565680.6828,1487868.747,0
187,562077.8028,1484844.77,0
188,567353.0196,1487086.73,0
189,564278.562,1489107.1630000002,0
190,564256.044,1489125.846,0
191,561812.0904,1484548.511,0
192,565242.3324000001,1490775.2880000002,0
193,564427.1808,1485362.556,0
194,563657.0652,1491076.885,0
195,566264.6496,1488856.277,0
196,564820.4952,1487380.32,0
197,562508.6472,1487423.024,0
198,564185.4876,1487898.106,0
199,564188.49,1487935.472,0
200,563179.6836000001,1489438.1190000002,0
201,565655.1624,1489003.0720000002,0
